clip,method,frames,boundary_te,bd_te,outside_changed_fraction,outside_change_mean,extra_mask_ratio,inside_change_mean,residue_diff_le_10
I-210714_O01002_T04,Temporal union,40,0.029050912708044052,0.03230970352888107,0.32276493310928345,0.0801716074347496,6.068543434143066,0.34320178627967834,0.06610225886106491
I-210714_O01002_T04,Ours-Conservative,40,0.023935845121741295,0.039395179599523544,0.16429708898067474,0.03558426350355148,3.39129638671875,0.23635639250278473,0.14395789802074432
I-210714_O01002_T04,Ours-Balanced,40,0.04002996161580086,0.08943723142147064,0.06423233449459076,0.012944037094712257,0.6702830195426941,0.19180984795093536,0.21417102217674255
I-210714_O01002_W02,Boundary-only,40,0.022411903366446495,0.047588981688022614,0.029675811529159546,0.00967220589518547,0.15135803818702698,0.11235206574201584,0.5619453191757202
I-210714_O01002_W02,Temporal union,40,0.019157662987709045,0.01925543323159218,0.3324553966522217,0.07710454612970352,6.651362419128418,0.2501094937324524,0.12378580123186111
I-210714_O01002_W02,Ours-Conservative,40,0.015257617458701134,0.025982564315199852,0.10591375827789307,0.021487105637788773,2.691502809524536,0.13381138443946838,0.404228538274765
I-210714_O01002_W02,Ours-Balanced,40,0.021891217678785324,0.04678524285554886,0.03202987462282181,0.009902617894113064,0.4686284065246582,0.11361207813024521,0.5495185852050781
I-210714_O01003_T03,Boundary-only,40,0.036892108619213104,0.05345696210861206,0.053915344178676605,0.013222912326455116,0.18596962094306946,0.1867656707763672,0.2895895838737488
I-210714_O01003_T03,Temporal union,40,0.0223950557410717,0.02208111062645912,0.34354448318481445,0.08185843378305435,27.643423080444336,0.2940065562725067,0.0788024365901947
I-210714_O01003_T03,Ours-Conservative,40,0.021786963567137718,0.02420269511640072,0.20701846480369568,0.0431140772998333,18.127262115478516,0.23795929551124573,0.13894698023796082
I-210714_O01003_T03,Ours-Balanced,40,0.03604639694094658,0.05258827656507492,0.05814236402511597,0.013607731088995934,0.42289596796035767,0.19019347429275513,0.2735348343849182
I-210715_I03012_W06,Boundary-only,40,0.018829427659511566,0.05003512650728226,0.009446975775063038,0.0056495447643101215,0.09690102189779282,0.308685839176178,0.40183156728744507
I-210715_I03012_W06,Temporal union,40,0.014523202553391457,0.021933922544121742,0.12285108864307404,0.019691411405801773,4.585023880004883,0.33607277274131775,0.19159309566020966
I-210715_I03012_W06,Ours-Conservative,40,0.016831213608384132,0.0392722487449646,0.04750931262969971,0.010637391358613968,3.278111457824707,0.3059666156768799,0.2943911850452423
I-210715_I03012_W06,Ours-Balanced,40,0.01810237392783165,0.04817349463701248,0.009700754657387733,0.0056962803937494755,0.2872067093849182,0.3116585314273834,0.4009998142719269
I-210715_I06019_T02,Boundary-only,40,0.02314002253115177,0.039399340748786926,0.01696896180510521,0.008571786805987358,0.05527745932340622,0.33283793926239014,0.18554572761058807
I-210715_I06019_T02,Temporal union,40,0.011638892814517021,0.012230880558490753,0.06043148785829544,0.01592918299138546,1.0323960781097412,0.3904440402984619,0.053067464381456375
I-210715_I06019_T02,Ours-Conservative,40,0.010110819712281227,0.01088114082813263,0.05286763235926628,0.013427669182419777,0.9170148968696594,0.3482535779476166,0.07131470739841461
I-210715_I06019_T02,Ours-Balanced,40,0.02006290666759014,0.0342707484960556,0.020321408286690712,0.008929531089961529,0.2761485278606415,0.33407890796661377,0.16142688691616058
I-210715_I09026_W02,Boundary-only,40,0.016504773870110512,0.04622254520654678,0.03956354781985283,0.012141266837716103,0.05859878659248352,0.1593591272830963,0.31348034739494324
I-210715_I09026_W02,Temporal union,40,0.023343000560998917,0.02038882113993168,0.31929948925971985,0.06016935035586357,0.9482251405715942,0.17768245935440063,0.1461634784936905
I-210715_I09026_W02,Ours-Conservative,40,0.018516799435019493,0.023884881287813187,0.2384074479341507,0.04630974680185318,0.7828189134597778,0.21041163802146912,0.1567959189414978
I-210715_I09026_W02,Ours-Balanced,40,0.014297905378043652,0.04456452652812004,0.046885669231414795,0.013002079911530018,0.250247061252594,0.16353042423725128,0.2823634743690491
I-210717_I05016_T06,Boundary-only,40,0.013939659111201763,0.028933238238096237,0.05479476600885391,0.011781254783272743,0.05326349288225174,0.19481952488422394,0.16475807130336761
I-210717_I05016_T06,Temporal union,40,0.011302908882498741,0.017486264929175377,0.08866848796606064,0.017172392457723618,0.23651710152626038,0.22035065293312073,0.12642446160316467
I-210717_I05016_T06,Ours-Conservative,40,0.01044910866767168,0.017429497092962265,0.07259683310985565,0.014318170957267284,0.16515690088272095,0.22177955508232117,0.14829596877098083
I-210717_I05016_T06,Ours-Balanced,40,0.010406768880784512,0.02046811953186989,0.06889025866985321,0.013135865330696106,0.12035388499498367,0.20031322538852692,0.12064945697784424
I-210718_O08036_W04,Boundary-only,40,0.020552750676870346,0.028156235814094543,0.05096084997057915,0.011206171475350857,0.458819180727005,0.0836101770401001,0.4721321165561676
I-210718_O08036_W04,Temporal union,40,0.008407048881053925,0.008922990411520004,0.06978724151849747,0.014142045751214027,10.984926223754883,0.13658767938613892,0.22028306126594543
I-210718_O08036_W04,Ours-Conservative,40,0.01052835676819086,0.01401367038488388,0.05489134043455124,0.011739341542124748,2.514313220977783,0.1109672337770462,0.32039502263069153
I-210718_O08036_W04,Ours-Balanced,40,0.019660914316773415,0.02663128450512886,0.051289983093738556,0.011242607608437538,0.8126965165138245,0.0850527435541153,0.46168243885040283
I-210719_I01006_W03,Boundary-only,40,0.009423734620213509,0.022319961339235306,0.016362298280000687,0.008237523958086967,0.34174981713294983,0.14502349495887756,0.6406143307685852
I-210719_I01006_W03,Temporal union,40,0.013920743949711323,0.021174263209104538,0.1468246877193451,0.03127386420965195,17.930234909057617,0.183429554104805,0.3920948803424835
I-210719_I01006_W03,Ours-Conservative,40,0.008664657361805439,0.020546581596136093,0.018792513757944107,0.008575351908802986,2.1038386821746826,0.14862895011901855,0.6128085851669312
I-210719_I01006_W03,Ours-Balanced,40,0.009075099602341652,0.021754462271928787,0.016727646812796593,0.008271697908639908,0.7631843686103821,0.1456342339515686,0.6375223994255066
I-210719_O04020_W01,Boundary-only,40,0.04101516678929329,0.06678672879934311,0.20767202973365784,0.026710737496614456,0.1318742334842682,0.2123139202594757,0.2959284782409668
I-210719_O04020_W01,Temporal union,40,0.028230691328644753,0.026831496506929398,0.6580223441123962,0.18419626355171204,12.893329620361328,0.23634445667266846,0.06249312683939934
I-210719_O04020_W01,Ours-Conservative,40,0.02777961455285549,0.03354480117559433,0.28613507747650146,0.04048492759466171,2.6701838970184326,0.21205897629261017,0.16603156924247742
I-210719_O04020_W01,Ours-Balanced,40,0.03940373659133911,0.06313636898994446,0.21307078003883362,0.02722783014178276,0.5174570083618164,0.211721271276474,0.28039664030075073
I-210720_I03013_T01,Boundary-only,40,0.002749219536781311,0.008787942118942738,0.003686219919472933,0.0035410276614129543,0.09862060844898224,0.14993862807750702,0.5712890625
I-210720_I03013_T01,Temporal union,40,0.003024702426046133,0.0038914536125957966,0.026895975694060326,0.007074962370097637,0.34621673822402954,0.1798301786184311,0.3654836118221283
I-210720_I03013_T01,Ours-Conservative,40,0.0034943222999572754,0.005329269915819168,0.01904943957924843,0.005966394208371639,0.25492051243782043,0.17818886041641235,0.4066152274608612
I-210720_I03013_T01,Ours-Balanced,40,0.0023116259835660458,0.006812687031924725,0.006864589639008045,0.00407544756308198,0.203395277261734,0.150674968957901,0.5642232894897461
I-210720_I08024_T03,Boundary-only,40,0.03950167074799538,0.06863196194171906,0.029494624584913254,0.006910176482051611,0.22718994319438934,0.18306490778923035,0.44578519463539124
I-210720_I08024_T03,Temporal union,40,0.019706321880221367,0.02023213542997837,0.2629091739654541,0.06606743484735489,15.07521915435791,0.3048956096172333,0.10057202726602554
I-210720_I08024_T03,Ours-Conservative,40,0.03242575749754906,0.0454784519970417,0.12034568935632706,0.025760164484381676,5.905401706695557,0.23307926952838898,0.23197418451309204
I-210720_I08024_T03,Ours-Balanced,40,0.0415685698390007,0.07389034330844879,0.03078530728816986,0.007053258828818798,0.37888848781585693,0.18521937727928162,0.4250897169113159
I-210720_I08024_W01,Boundary-only,40,0.031075458973646164,0.05057011917233467,0.02023085579276085,0.005560866557061672,0.32836997509002686,0.10313738137483597,0.5019049048423767
I-210720_I08024_W01,Temporal union,40,0.019334498792886734,0.025152552872896194,0.08797009289264679,0.01863855868577957,13.389028549194336,0.207315132021904,0.1018311083316803
I-210720_I08024_W01,Ours-Conservative,40,0.02570626139640808,0.040119268000125885,0.039026547223329544,0.008503708057105541,4.219701290130615,0.14550015330314636,0.35836929082870483
I-210720_I08024_W01,Ours-Balanced,40,0.030355948954820633,0.04959530755877495,0.020493749529123306,0.005591992288827896,0.5504859685897827,0.10429424047470093,0.4941096305847168
I-210720_O12052_T04,Boundary-only,40,0.019844189286231995,0.040828052908182144,0.04613514989614487,0.010180004872381687,0.08974891155958176,0.22577716410160065,0.2983304262161255
I-210720_O12052_T04,Temporal union,40,0.024061428382992744,0.020601991564035416,0.3386078476905823,0.07132703810930252,4.489186763763428,0.2547169327735901,0.08607232570648193
I-210720_O12052_T04,Ours-Conservative,40,0.020851489156484604,0.024704210460186005,0.25562185049057007,0.05267993360757828,3.662139415740967,0.2697429358959198,0.11708232760429382
I-210720_O12052_T04,Ours-Balanced,40,0.019764263182878494,0.04067132622003555,0.0520438551902771,0.010796776041388512,0.3895108103752136,0.22832778096199036,0.2864011228084564
I-210722_O01007_W05,Boundary-only,40,0.03458365052938461,0.054289311170578,0.06134467199444771,0.013807606883347034,0.5885374546051025,0.12194912135601044,0.3976515829563141
I-210722_O01007_W05,Temporal union,40,0.012280872091650963,0.013280026614665985,0.08325346559286118,0.01784709095954895,12.699312210083008,0.2063785195350647,0.0724448561668396
I-210722_O01007_W05,Ours-Conservative,40,0.017402812838554382,0.021841729059815407,0.07056357711553574,0.015471845865249634,4.4735107421875,0.191196471452713,0.15992382168769836
I-210722_O01007_W05,Ours-Balanced,40,0.03302496671676636,0.05211696773767471,0.06253553926944733,0.013914505019783974,1.8146039247512817,0.12347419559955597,0.38517969846725464
I-210722_O11046_T03,Boundary-only,40,0.01795480214059353,0.03417525067925453,0.10031571239233017,0.016023794189095497,0.11747971922159195,0.17161382734775543,0.31596627831459045
I-210722_O11046_T03,Temporal union,40,0.015039125457406044,0.01784164272248745,0.21858151257038116,0.04259701818227768,2.648935079574585,0.2681651711463928,0.08111274987459183
I-210722_O11046_T03,Ours-Conservative,40,0.013841763138771057,0.017748555168509483,0.17596784234046936,0.031121712177991867,2.006788730621338,0.20717880129814148,0.12844352424144745
I-210722_O11046_T03,Ours-Balanced,40,0.016606394201517105,0.03120754286646843,0.11109670251607895,0.017312604933977127,0.3596729040145874,0.17204120755195618,0.30467531085014343
I-210722_O12051_T01,Boundary-only,40,0.02654355764389038,0.032392844557762146,0.13007283210754395,0.020264295861124992,0.054736193269491196,0.24605107307434082,0.20404990017414093
I-210722_O12051_T01,Temporal union,40,0.03296024352312088,0.03364752605557442,0.44658613204956055,0.08599062263965607,2.8631319999694824,0.32009732723236084,0.050510913133621216
I-210722_O12051_T01,Ours-Conservative,40,0.01856212690472603,0.02235783264040947,0.20864471793174744,0.031186064705252647,1.436185359954834,0.2584100663661957,0.10586204379796982
I-210722_O12051_T01,Ours-Balanced,40,0.02477804757654667,0.030277645215392113,0.14225856959819794,0.021323516964912415,0.16595053672790527,0.24931521713733673,0.190346822142601
I-210724_O04020_W04,Boundary-only,40,0.0313057117164135,0.07315737009048462,0.05175154283642769,0.010035060346126556,0.20310409367084503,0.1379747837781906,0.4049477279186249
I-210724_O04020_W04,Temporal union,40,0.01850798912346363,0.02362010069191456,0.0976232960820198,0.027059901505708694,3.6172070503234863,0.2717176675796509,0.14383086562156677
I-210724_O04020_W04,Ours-Conservative,40,0.019810501486063004,0.033867012709379196,0.09175091981887817,0.02083427831530571,3.182162284851074,0.2321597784757614,0.17004631459712982
I-210724_O04020_W04,Ours-Balanced,40,0.029716987162828445,0.07073714584112167,0.05362386628985405,0.010235412046313286,0.7361907362937927,0.13858117163181305,0.3981442153453827
I-210725_O04019_T03,Boundary-only,40,0.021195193752646446,0.04480641335248947,0.15176726877689362,0.02188582345843315,0.08720329403877258,0.10879679024219513,0.38002610206604004
I-210725_O04019_T03,Temporal union,40,0.0104063730686903,0.010506409220397472,0.375843346118927,0.10832679271697998,2.933773994445801,0.4015650153160095,0.03350340947508812
I-210725_O04019_T03,Ours-Conservative,40,0.010676240548491478,0.01816079393029213,0.19174030423164368,0.028257405385375023,0.9978672862052917,0.13841746747493744,0.18348731100559235
I-210725_O04019_T03,Ours-Balanced,40,0.01681169867515564,0.03693782538175583,0.1575203537940979,0.022497842088341713,0.24781765043735504,0.11050242930650711,0.3672359585762024
I-210725_O12050_T01,Boundary-only,40,0.04008863866329193,0.06135314702987671,0.1371052861213684,0.025859493762254715,0.0599137581884861,0.27752363681793213,0.1276809573173523
I-210725_O12050_T01,Temporal union,40,0.029034828767180443,0.02736828848719597,0.7493686079978943,0.17201831936836243,5.709161281585693,0.27037644386291504,0.022304462268948555
I-210725_O12050_T01,Ours-Conservative,40,0.029176676645874977,0.032036192715168,0.37305012345314026,0.08630440384149551,3.631619930267334,0.2846161425113678,0.045032814145088196
I-210725_O12050_T01,Ours-Balanced,40,0.03705018758773804,0.05488262698054314,0.17719173431396484,0.031324539333581924,0.17464002966880798,0.27975553274154663,0.08983008563518524
I-210726_O08038_W05,Boundary-only,40,0.020315811038017273,0.02804616652429104,0.003873236011713743,0.004749176558107138,0.17320330440998077,0.1266069859266281,0.7417802810668945
I-210726_O08038_W05,Temporal union,40,0.015528443269431591,0.019183102995157242,0.059628941118717194,0.010884259827435017,6.751271724700928,0.165287047624588,0.4274660646915436
I-210726_O08038_W05,Ours-Conservative,40,0.013418232090771198,0.01707366667687893,0.030663471668958664,0.007245942018926144,5.095073223114014,0.13904011249542236,0.5673325061798096
I-210726_O08038_W05,Ours-Balanced,40,0.01977250911295414,0.027362141758203506,0.0038512118626385927,0.004796900786459446,0.6204368472099304,0.12692001461982727,0.7388617396354675
I-210729_I03011_W04,Boundary-only,40,0.02430364117026329,0.047990262508392334,0.097816601395607,0.01681395247578621,0.0555010624229908,0.1743934154510498,0.35538727045059204
I-210729_I03011_W04,Temporal union,40,0.051124900579452515,0.05053336173295975,0.8911522626876831,0.2412412166595459,3.6143596172332764,0.2941749691963196,0.01831962540745735
I-210729_I03011_W04,Ours-Conservative,40,0.02819281443953514,0.03235594183206558,0.4313320219516754,0.08672861009836197,1.8736447095870972,0.28919854760169983,0.05075304955244064
I-210729_I03011_W04,Ours-Balanced,40,0.02058960497379303,0.039428114891052246,0.10697269439697266,0.01786561869084835,0.2677287757396698,0.17837786674499512,0.33154234290122986
I-210729_I09026_T10,Boundary-only,40,0.012980645522475243,0.025263642892241478,0.033760685473680496,0.010918067768216133,0.07683821767568588,0.1441434770822525,0.37876641750335693
I-210729_I09026_T10,Temporal union,40,0.017550047487020493,0.018723640590906143,0.5618788599967957,0.11589069664478302,2.850133180618286,0.22464428842067719,0.09807281941175461
I-210729_I09026_T10,Ours-Conservative,40,0.01547711156308651,0.01820196583867073,0.2866571843624115,0.047259457409381866,1.6859136819839478,0.17338640987873077,0.17353349924087524
I-210729_I09026_T10,Ours-Balanced,40,0.011631207540631294,0.02293294295668602,0.03893269971013069,0.011423839256167412,0.28345566987991333,0.1450362503528595,0.36393171548843384
I-210729_O04019_W03,Boundary-only,40,0.019731346517801285,0.047400157898664474,0.047952838242053986,0.011646652594208717,0.08419451862573624,0.28075119853019714,0.27317002415657043
I-210729_O04019_W03,Temporal union,40,0.015151473693549633,0.013727575540542603,0.3030698001384735,0.06963590532541275,1.7496721744537354,0.30144593119621277,0.10057687759399414
I-210729_O04019_W03,Ours-Conservative,40,0.014744902029633522,0.02060229703783989,0.1546875685453415,0.03288445994257927,0.9531928896903992,0.2740001380443573,0.13437232375144958
I-210729_O04019_W03,Ours-Balanced,40,0.017578357830643654,0.04115593060851097,0.053961288183927536,0.012249082326889038,0.26261335611343384,0.2843930423259735,0.25925901532173157
I-210729_O12050_T05,Boundary-only,40,0.02107365056872368,0.04102548211812973,0.09378127753734589,0.016773095354437828,0.06388384848833084,0.19883540272712708,0.26705145835876465
I-210729_O12050_T05,Temporal union,40,0.015240048989653587,0.01757708564400673,0.4182942807674408,0.0875752717256546,4.046586036682129,0.2543626129627228,0.06221465393900871
I-210729_O12050_T05,Ours-Conservative,40,0.01655753329396248,0.02194952964782715,0.29342833161354065,0.057963572442531586,3.272829055786133,0.24104651808738708,0.11969295144081116
I-210729_O12050_T05,Ours-Balanced,40,0.02019696868956089,0.03982783481478691,0.10251835733652115,0.017563505098223686,0.2258330136537552,0.20227546989917755,0.2433585375547409
I-210730_O01008_T02,Boundary-only,40,0.039318133145570755,0.09141808748245239,0.1622702181339264,0.023504529148340225,0.09302019327878952,0.18714594841003418,0.30665117502212524
I-210730_O01008_T02,Temporal union,40,0.04141231253743172,0.04073290899395943,0.8432759046554565,0.2646004259586334,3.8764123916625977,0.27831369638442993,0.04428132250905037
I-210730_O01008_T02,Ours-Conservative,40,0.034829504787921906,0.04502580314874649,0.5280405879020691,0.1399672031402588,2.2318272590637207,0.30396682024002075,0.051692601293325424
I-210730_O01008_T02,Ours-Balanced,40,0.0359753742814064,0.08164466917514801,0.17416194081306458,0.024996396154165268,0.3983010947704315,0.18922676146030426,0.28961774706840515
I-210730_O12055_T18,Boundary-only,40,0.019801026210188866,0.03931998834013939,0.10234160721302032,0.017400039359927177,0.06517618149518967,0.28161653876304626,0.19509407877922058
I-210730_O12055_T18,Temporal union,40,0.028967415913939476,0.026261791586875916,0.6206651926040649,0.11188280582427979,3.6951310634613037,0.23863685131072998,0.09432069957256317
I-210730_O12055_T18,Ours-Conservative,40,0.01659638062119484,0.026612132787704468,0.13827399909496307,0.02273981086909771,0.4565909802913666,0.29193660616874695,0.16612805426120758
I-210730_O12055_T18,Ours-Balanced,40,0.017823662608861923,0.03371023014187813,0.11084331572055817,0.018120745196938515,0.18662267923355103,0.2800767421722412,0.1677897721529007
I-210804_I03013_T05,Boundary-only,40,0.029273325577378273,0.05001194030046463,0.06879793107509613,0.013859513215720654,0.07083024829626083,0.21695107221603394,0.2701399028301239
I-210804_I03013_T05,Temporal union,40,0.02569599077105522,0.026552611961960793,0.7728363275527954,0.19753706455230713,5.223569869995117,0.21830593049526215,0.08691247552633286
I-210804_I03013_T05,Ours-Conservative,40,0.025449996814131737,0.032601796090602875,0.4135602116584778,0.09634804725646973,2.941751718521118,0.25324711203575134,0.13819661736488342
I-210804_I03013_T05,Ours-Balanced,40,0.0270221084356308,0.04580629989504814,0.07847809791564941,0.015065100975334644,0.2823694050312042,0.21967251598834991,0.2508787512779236
I-210804_O07031_W06,Boundary-only,40,0.03829464316368103,0.0725008025765419,0.11210067570209503,0.019275257363915443,0.09792546927928925,0.26259279251098633,0.221058651804924
I-210804_O07031_W06,Temporal union,40,0.02127407304942608,0.022957894951105118,0.22926750779151917,0.040638476610183716,3.056032657623291,0.2540675103664398,0.10570687800645828
I-210804_O07031_W06,Ours-Conservative,40,0.02470274642109871,0.04154173657298088,0.2103111296892166,0.03493215888738632,2.726508140563965,0.24983303248882294,0.11822663992643356
I-210804_O07031_W06,Ours-Balanced,40,0.03852475434541702,0.07462114095687866,0.11402974277734756,0.019485672935843468,0.3094259202480316,0.2642323076725006,0.2121521681547165
I-210807_I02010_T02,Boundary-only,40,0.015664774924516678,0.03855643421411514,0.06381018459796906,0.011510937474668026,0.12623199820518494,0.11405429989099503,0.4806506335735321
I-210807_I02010_T02,Temporal union,40,0.015837300568819046,0.01892983540892601,0.2721903324127197,0.06579390913248062,1.842581868171692,0.22241905331611633,0.0845700204372406
I-210807_I02010_T02,Ours-Conservative,40,0.014258679933845997,0.020448554307222366,0.18585699796676636,0.04122457653284073,1.3981484174728394,0.1920916885137558,0.17488235235214233
I-210807_I02010_T02,Ours-Balanced,40,0.013746959157288074,0.03346665948629379,0.07206134498119354,0.012592047452926636,0.4803212583065033,0.11587365716695786,0.46617391705513
I-210807_I02010_T04,Boundary-only,40,0.014538410119712353,0.038210272789001465,0.08256324380636215,0.014007950201630592,0.1686471551656723,0.09685824811458588,0.5283769369125366
I-210807_I02010_T04,Temporal union,40,0.010237149894237518,0.01223315391689539,0.22670583426952362,0.03919757157564163,5.72780179977417,0.14432385563850403,0.24298961460590363
I-210807_I02010_T04,Ours-Conservative,40,0.010463263839483261,0.0215549748390913,0.11333384364843369,0.018242906779050827,1.5738447904586792,0.1290380209684372,0.3112866282463074
I-210807_I02010_T04,Ours-Balanced,40,0.012208341620862484,0.033611126244068146,0.08482889831066132,0.014278704300522804,0.5491289496421814,0.09810800850391388,0.5176292657852173
I-210811_I02008_T01,Boundary-only,40,0.02154526673257351,0.047848813235759735,0.02329547330737114,0.009783091023564339,0.0885910838842392,0.1721571981906891,0.29455095529556274
I-210811_I02008_T01,Temporal union,40,0.016285208985209465,0.0152288768440485,0.09731771796941757,0.029695216566324234,0.9730455279350281,0.28329071402549744,0.11435333639383316
I-210811_I02008_T01,Ours-Conservative,40,0.017351096495985985,0.016344094648957253,0.07669766992330551,0.024663051590323448,0.7417577505111694,0.25326085090637207,0.12456666678190231
I-210811_I02008_T01,Ours-Balanced,40,0.02010248973965645,0.045711785554885864,0.026599343866109848,0.010469140484929085,0.31502631306648254,0.17719516158103943,0.26700714230537415
I-210811_O11046_T02,Boundary-only,40,0.01935691013932228,0.03728346899151802,0.11147606372833252,0.01798144355416298,0.09403247386217117,0.19092433154582977,0.2608295977115631
I-210811_O11046_T02,Temporal union,40,0.016323089599609375,0.016104724258184433,0.2705670893192291,0.054194580763578415,1.1592481136322021,0.2532897889614105,0.08505032956600189
I-210811_O11046_T02,Ours-Conservative,40,0.0141183165833354,0.014881426468491554,0.19993945956230164,0.035040177404880524,0.7913812398910522,0.21560421586036682,0.1360907256603241
I-210811_O11046_T02,Ours-Balanced,40,0.017786871641874313,0.034142039716243744,0.12541139125823975,0.01939995586872101,0.3366081118583679,0.1916983723640442,0.2555072009563446
I-210818_I03012_T06,Boundary-only,40,0.006921990308910608,0.020371872931718826,0.016345106065273285,0.007910910062491894,0.07123903185129166,0.1113942489027977,0.5320735573768616
I-210818_I03012_T06,Temporal union,40,0.010480998083949089,0.012997517362236977,0.10942854732275009,0.02468837797641754,1.3550047874450684,0.24910412728786469,0.1479431837797165
I-210818_I03012_T06,Ours-Conservative,40,0.006662989500910044,0.01104352530092001,0.06368212401866913,0.015090418048202991,1.0000485181808472,0.16422583162784576,0.2871166169643402
I-210818_I03012_T06,Ours-Balanced,40,0.005406258162111044,0.011452225968241692,0.018049070611596107,0.00817562360316515,0.28862571716308594,0.11940288543701172,0.47212663292884827
I-210824_I04015_W04,Boundary-only,40,0.012316116131842136,0.027138346806168556,0.008406197652220726,0.008203673176467419,0.13830307126045227,0.18015578389167786,0.43051856756210327
I-210824_I04015_W04,Temporal union,40,0.009812084957957268,0.012518247589468956,0.0487348847091198,0.015463963150978088,1.5012179613113403,0.2356880158185959,0.24350081384181976
I-210824_I04015_W04,Ours-Conservative,40,0.008962498046457767,0.012401849031448364,0.0327223464846611,0.012028947472572327,1.0691124200820923,0.19614383578300476,0.25076135993003845
I-210824_I04015_W04,Ours-Balanced,40,0.011636965908110142,0.025450075045228004,0.009524611756205559,0.008343333378434181,0.4336821138858795,0.18504634499549866,0.4189399182796478
I-210824_I04015_W12,Boundary-only,40,0.00475746626034379,0.013948999345302582,0.025404006242752075,0.009064912796020508,0.07028144598007202,0.15727819502353668,0.5615819096565247
I-210824_I04015_W12,Temporal union,40,0.004320843610912561,0.01101431529968977,0.0396079421043396,0.011280113831162453,1.120086431503296,0.19471436738967896,0.39893415570259094
I-210824_I04015_W12,Ours-Conservative,40,0.004580816254019737,0.01155828032642603,0.0356694795191288,0.010669677518308163,0.9210805892944336,0.18153174221515656,0.42212989926338196
I-210824_I04015_W12,Ours-Balanced,40,0.004545876756310463,0.01229411456733942,0.026458119973540306,0.009182311594486237,0.3220740854740143,0.16081637144088745,0.5343191623687744
I-210824_I09029_T06,Boundary-only,40,0.006262491457164288,0.010234693996608257,0.09065805375576019,0.01710730418562889,0.0023508111480623484,0.20428569614887238,0.22045399248600006
I-210824_I09029_T06,Temporal union,40,0.007579398807138205,0.010734589770436287,0.09318013489246368,0.017514437437057495,0.004421871621161699,0.19472992420196533,0.2700091302394867
I-210824_I09029_T06,Ours-Conservative,40,0.007579398807138205,0.010734589770436287,0.09318013489246368,0.017514437437057495,0.004421871621161699,0.19472992420196533,0.2700091302394867
I-210824_I09029_T06,Ours-Balanced,40,0.005289715714752674,0.009339595213532448,0.09579887241125107,0.017467334866523743,0.04290729761123657,0.20474542677402496,0.21768715977668762
