clip,method,frames,masked_psnr,masked_ssim,masked_mae,outside_mae,boundary_te,extra_mask_ratio
synthetic_004_I-210627_O04018_W05,Ours-Balanced,40,23.362651824951172,0.7651160955429077,0.044694460928440094,0.011828047223389149,0.00558318430557847,0.5104495286941528
synthetic_004_I-210627_O04018_W05,Area-matched dilation,40,23.30229949951172,0.7638059854507446,0.044982802122831345,0.011872976087033749,0.005131919868290424,0.5086362957954407
synthetic_004_I-210627_O04018_W05,Area-matched distance-only,40,23.287555694580078,0.7603344321250916,0.045108307152986526,0.011869437992572784,0.005086368881165981,0.5152163505554199
synthetic_005_I-210714_O01002_T04,Boundary-only,40,12.426382064819336,0.36926713585853577,0.1824268400669098,0.020192649215459824,0.037996191531419754,0.07168050855398178
synthetic_005_I-210714_O01002_T04,Temporal union,40,12.27468204498291,0.3074307441711426,0.18503646552562714,0.038777220994234085,0.018626172095537186,0.866934597492218
synthetic_005_I-210714_O01002_T04,Ours-Balanced,40,14.6236572265625,0.4303455352783203,0.13059911131858826,0.022332118824124336,0.023987475782632828,0.33880001306533813
synthetic_005_I-210714_O01002_T04,Area-matched dilation,40,15.32287311553955,0.49350959062576294,0.11715567111968994,0.021159702911973,0.02614487335085869,0.32515376806259155
synthetic_005_I-210714_O01002_T04,Area-matched distance-only,40,15.076322555541992,0.4570322036743164,0.122184619307518,0.021653760224580765,0.025242215022444725,0.33284157514572144
synthetic_006_I-210714_O01002_W02,Boundary-only,40,10.864704132080078,0.4308386743068695,0.20289556682109833,0.01920180581510067,0.03877732902765274,0.00735194468870759
synthetic_006_I-210714_O01002_W02,Temporal union,40,11.020036697387695,0.42583712935447693,0.20024605095386505,0.03252403810620308,0.023602191358804703,1.0438063144683838
synthetic_006_I-210714_O01002_W02,Ours-Balanced,40,13.429845809936523,0.5464579463005066,0.13721176981925964,0.01917092502117157,0.027763521298766136,0.18002380430698395
synthetic_006_I-210714_O01002_W02,Area-matched dilation,40,18.63441276550293,0.7131695747375488,0.06297013908624649,0.01863805204629898,0.015020514838397503,0.09747619926929474
synthetic_006_I-210714_O01002_W02,Area-matched distance-only,40,14.498292922973633,0.5862824320793152,0.1138552650809288,0.018862497061491013,0.023392891511321068,0.13378126919269562
synthetic_007_I-210714_O01003_T03,Boundary-only,40,10.012589454650879,0.18283149600028992,0.25821295380592346,0.029928196221590042,0.05303344875574112,0.4321519732475281
synthetic_007_I-210714_O01003_T03,Temporal union,40,10.345881462097168,0.15040679275989532,0.24135951697826385,0.06526079773902893,0.04037627577781677,1.424787163734436
synthetic_007_I-210714_O01003_T03,Ours-Balanced,40,10.432470321655273,0.19476966559886932,0.24541907012462616,0.03112761303782463,0.05193058401346207,0.5806636214256287
synthetic_007_I-210714_O01003_T03,Area-matched dilation,40,10.334861755371094,0.19410589337348938,0.24969573318958282,0.031144242733716965,0.051536232233047485,0.5797335505485535
synthetic_007_I-210714_O01003_T03,Area-matched distance-only,40,10.47359848022461,0.1942935287952423,0.24615737795829773,0.030883561819791794,0.051812611520290375,0.5684951543807983
synthetic_008_I-210715_I03012_W06,Boundary-only,40,13.01478099822998,0.6107102632522583,0.15383689105510712,0.013255929574370384,0.027009541168808937,0.042829692363739014
synthetic_008_I-210715_I03012_W06,Temporal union,40,15.01129150390625,0.7269803881645203,0.11519650369882584,0.017883872613310814,0.01716519333422184,0.9177042245864868
synthetic_008_I-210715_I03012_W06,Ours-Balanced,40,14.893571853637695,0.7381951212882996,0.11324308067560196,0.013498455286026001,0.021337414160370827,0.26241058111190796
synthetic_008_I-210715_I03012_W06,Area-matched dilation,40,15.796290397644043,0.7420657873153687,0.10695556551218033,0.013274306431412697,0.021628020331263542,0.2672537863254547
synthetic_008_I-210715_I03012_W06,Area-matched distance-only,40,14.925348281860352,0.7461550235748291,0.11306586116552353,0.013599428348243237,0.022136759012937546,0.26568883657455444
synthetic_009_I-210715_I06019_T02,Boundary-only,40,14.642854690551758,0.45258885622024536,0.14028684794902802,0.017335185781121254,0.02585506998002529,0.06693100184202194
synthetic_009_I-210715_I06019_T02,Temporal union,40,15.058029174804688,0.4363085627555847,0.13525693118572235,0.02704674005508423,0.018701981753110886,1.2554899454116821
synthetic_009_I-210715_I06019_T02,Ours-Balanced,40,17.294910430908203,0.568497359752655,0.09037946164608002,0.017807502299547195,0.018850406631827354,0.323870450258255
synthetic_009_I-210715_I06019_T02,Area-matched dilation,40,18.181833267211914,0.6772003173828125,0.07101999968290329,0.01735422946512699,0.011560614220798016,0.27148714661598206
synthetic_009_I-210715_I06019_T02,Area-matched distance-only,40,17.37453269958496,0.5918121337890625,0.08670161664485931,0.01761653646826744,0.017299970611929893,0.30563002824783325
synthetic_010_I-210715_I09026_W02,Boundary-only,40,9.813783645629883,0.40063923597335815,0.2537880539894104,0.04171062260866165,0.06036582589149475,0.3805115818977356
synthetic_010_I-210715_I09026_W02,Temporal union,40,14.190694808959961,0.5783076286315918,0.1396198719739914,0.07120949029922485,0.03176666423678398,2.121189594268799
synthetic_010_I-210715_I09026_W02,Ours-Balanced,40,9.945941925048828,0.4502766728401184,0.24637261033058167,0.043065715581178665,0.056108344346284866,0.6798311471939087
synthetic_010_I-210715_I09026_W02,Area-matched dilation,40,10.03880786895752,0.44214335083961487,0.2455136775970459,0.041794609278440475,0.05747681111097336,0.697115421295166
synthetic_010_I-210715_I09026_W02,Area-matched distance-only,40,10.038809776306152,0.44987088441848755,0.24339509010314941,0.041852641850709915,0.05688076466321945,0.6858031153678894
